problem name,setup time,solve time,run time,status,primal residual,primal ratio,dual residual,dual ratio,duality gap,duality gap ratio,integral_sum,restart,iterations,task_id,restart_type,alpha,rho_is_vec,adaptive_rho_tolerance_greater,adaptive_rho_tolerance_less,rho_custom_condition,rho_custom_tolerance,adapt_rho_on_restart,custom_average_rest,beta,ini_rest_len,lambd,xi,vector_rho_in_averaged_KKT,halpern_scheme,alpha_adjustment_reflected_halpern,adaptive_rest,restart_necessary,restart_artificial,halpern_step_first_inner_iter,pid_controller,KP,KI
PRIMAL3,0.008015069,0.005349853,0.013364922,solved,2.6778038980657115e-08,0.019760762800652407,2.2411393630402537e-07,0.11205696815201269,-1.91902599921967e-08,0.016747645811001396,5.700213435443003e-07,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMAL4,0.007309175,0.008525933,0.015835108,solved,2.292749667898164e-08,0.011031851394406572,6.081792900333727e-07,0.30408964501668634,-2.2729215576333672e-07,0.12361429044387055,6.557183782502975e-06,2,125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMALC1,0.000200131,0.287336384,0.287536515,maximum iterations reached,819.284009270529,450.71343042163574,0.01630313303223252,320.93414908001023,-1782330.1803715576,980514.8649902092,131.91740941192575,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMALC2,0.000173851,0.243721104,0.243894955,maximum iterations reached,9195.796181944199,1453.6247825746746,0.006706935523064672,135.0245245243813,-774276.8629822076,973078.7064632542,129.48024885545163,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMALC5,0.000223511,0.331715508,0.331939019,maximum iterations reached,285.9790497183433,2107.4614483266823,3.105341410925e-05,5.124877995252555,-125547.83246636817,978906.0554006366,146.00560372739065,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
PRIMALC8,0.000393103,0.581380709,0.581773812,maximum iterations reached,11486.303614882387,1968.5624347954915,0.008507623576053058,116.34529317715703,-5726186.903559612,981373.7135033831,273.46438553959933,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
Q25FV47,0.011512891,9.517288964,9.528801855000001,maximum iterations reached,0.011132130408604602,2.165242308516534,0.14408365428755399,14.855936760004512,-245.68919367739,8.941806528635489,0.30347437360174895,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QADLITTL,0.000151071,0.009264967,0.009416038,solved,4.9785925364088644e-05,0.01958955518175177,0.002542712532129078,0.7191554896557485,0.2454649528203845,0.45918744441789044,0.018559060707941655,46,2300,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QAFIRO,0.000151051,0.000257082,0.000408133,solved,5.12626852522402e-07,0.003110041636107236,1.9060902478350155e-07,0.01732809314216812,2.0818152185464456e-06,0.49785594085179546,5.6862820190485955e-05,4,200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QBANDM,0.000690084,0.466371719,0.467061803,solved,0.000821869789198544,0.9734803859777286,0.00014599592599838957,0.4288088477820526,-0.016878990700206487,0.5120893229023366,0.005700358452085723,399,19975,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QBEACONF,0.000649744,0.061995623,0.062645367,solved,0.002453101428522192,0.8738824678969909,0.0005313730336986503,0.59169650274021,0.07528050275777787,0.25482502279880903,0.001978991250168512,69,3450,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QBORE3D,0.000439653,0.373505776,0.373945429,maximum iterations reached,0.5329362080543221,35.17476002858326,0.061893119805697276,184.0113462464315,4005.777937528692,1159340.2698492177,331.787073639303,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QBRANDY,0.000514944,0.423788286,0.42430323000000003,solved inaccurate,0.004712847468575167,0.5420671859918456,0.0014895998046463234,2.8792519846428455,-0.4912070310092531,9.24037841618689,0.029908335632521713,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QCAPRI,0.000640924,0.541191761,0.541832685,maximum iterations reached,7.458132862900694,378.32025001345244,57.84684267451507,1550.5873316164955,-4246787.8040021155,35779.07356420195,11.45026061104486,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QE226,0.000667754,0.576790361,0.577458115,maximum iterations reached,0.0027719039166477534,24.950645447376324,0.001910878137940411,60.123240091755626,-0.028257189708941876,63.6767114334102,0.122624625106479,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QETAMACR,0.003305501,2.437732009,2.4410375099999997,maximum iterations reached,0.005870801075666555,5.864936062265049,0.21845262095429416,255.4602901450929,-648.8651891282442,3744.837693963038,8.609687701030897,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QFFFFF80,0.002157033,1.686821543,1.688978576,maximum iterations reached,1.7154451316482497,3.0192891238945903,0.005188202148881379,4.766697751654446,23278.19676169753,20361.335103861154,42.66535987210646,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QFORPLAN,0.001430389,0.649483079,0.650913468,maximum iterations reached,0.47793911149562046,0.06465625633645841,4.3908426921526456,12.11679803802614,-28746478.899656646,1931.3643229854006,2.6872664963483834,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QGFRDXPN,0.000771815,0.922418035,0.92318985,maximum iterations reached,1.8639755066721,15.79382557574969,1.158678931730929,1.5047758762247143,3108285.6167527013,15.420152113492335,1.0517857873945247,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QGROW15,0.001049577,0.995790587,0.996840164,maximum iterations reached,178.5769353805182,151.2933113460762,0.005945126793645006,74.41297420831586,125.70290027931333,1.2361237913407879,0.35367138499441203,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QGROW22,0.001447099,1.480120227,1.481567326,maximum iterations reached,430.8681779133557,368.6243593144049,0.0031959859794684353,39.701069189201306,-31367.275600146502,209.5922013461426,0.9812338002760784,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QGROW7,0.000562803,0.465981017,0.46654382,maximum iterations reached,196.10546289566247,164.6341022286159,0.0015282233027945624,18.34667869697858,15069.28265842516,352.0995706125625,0.22957302154311304,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QISRAEL,0.000513973,0.348089239,0.348603212,solved inaccurate,0.07554951156620986,0.4635394663925622,0.26418964703450437,7.479527400719455,-329.05556610222624,6.453063261856906,0.013260316614574205,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBLEND,0.000147841,0.008605413,0.008753253999999999,solved,1.7008149216100954e-07,0.16662182160902203,5.349182505702779e-07,0.0841066431821811,-2.956614193839048e-07,0.29109527093954696,3.072069717290843e-05,39,1950,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBOEI1,0.000982306,0.383380456,0.38436276199999997,solved,0.003919463088605434,0.11292576892264486,0.0001430442845886202,0.031710362698757266,-22.836218913957993,0.9925385742002969,0.013469682272851901,286,14300,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCBOEI2,0.000342703,0.237711777,0.23805448,maximum iterations reached,0.08022796085836784,8.505933341407143,0.06339879736993287,23.63088704654885,-137743.6890029184,9396.348789570082,0.817472506776191,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPCSTAIR,0.000933726,0.132132236,0.13306596199999998,solved,0.00010237805026627052,0.2641703971819545,0.0037843808591614928,0.8409427129112647,-7.003515044758612,0.5643817406090627,0.04692035898564481,81,4075,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPILOTNO,0.005459774,3.812748978,3.8182087520000003,maximum iterations reached,0.0950316915186609,2.461015805144566,0.43056444311708775,49.398905269366736,-6245.433313404433,660.5098771241182,1.1369254737694856,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QPTEST,3.1551e-05,2.181e-05,5.3361000000000006e-05,solved,8.047248258959743e-12,0.0,2.9616127240864356e-10,3.1011656302600304e-05,8.702549791905766e-11,9.11261758307557e-06,2.8817442377176133e-07,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QRECIPE,0.000180191,0.002241653,0.0024218440000000003,solved,1.611889857144888e-06,0.04738990130342548,1.0305399223038691e-07,0.03435132980896597,3.145500653545241e-05,0.11753782922699435,3.378494796079539e-05,6,300,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSC205,0.000220721,0.001777781,0.001998502,solved,7.788992756419032e-08,0.031480037573088024,4.933837909918036e-07,0.24669189541137726,8.010140914039477e-07,0.7918056690361663,5.967478778875079e-06,4,200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCAGR25,0.000434113,0.44865393,0.449088043,solved,0.0220901698076209,0.19651795510479084,0.05167242062226913,0.8368503617084477,-23.751426486996934,0.05503952291274661,0.011978700521162424,437,21850,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCAGR7,0.000167831,0.139084739,0.13925257000000002,maximum iterations reached,0.016170499515730147,2.343211058742239,0.10021497108815006,3.9369066256655456,-951.3520914468099,16.39099706878491,0.0034399603634691135,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM1,0.000752694,0.655092164,0.655844858,maximum iterations reached,0.031407822894692024,1.9963856178506234,0.030724413186416756,1.3044318143065932,-4210.6569935707375,124.81132447294779,5.093016339459785,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM2,0.001517039,1.30883013,1.3103471690000001,maximum iterations reached,1.0762673689585043,35.78468678269761,0.9309034947085368,29.991123240909584,-377780.4028421268,6866.244502351023,17.903252299315163,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCFXM3,0.002099623,1.9254508860000001,1.9275505090000002,maximum iterations reached,1.106916069598442,14.759787855426296,0.7537752128892612,18.91641530622255,-441015.38047653623,7226.52870804544,28.057718456712117,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCORPIO,0.000404133,0.405236392,0.405640525,maximum iterations reached,0.00040686153491081845,53.163785012546356,0.027749557330637727,137.40124128616407,-0.28043087557614854,148.8628301202534,0.13041563659719263,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCRS8,0.000995256,1.051209709,1.052204965,maximum iterations reached,0.00019711674767867294,0.7790837232601123,0.020723381482611245,3.9053691028972612,-1.0285541465051522,1134.2247209701509,3.894226687663534,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD1,0.000703634,0.041164064,0.041867698,solved,1.7987164695062768e-06,0.8993582347545519,8.815198507261535e-07,0.14691997500075113,-1.1368497665475985e-06,0.11760514749333446,0.017033896196197367,31,1575,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD6,0.001130067,0.728980881,0.730110948,solved,4.445864210166344e-07,0.19433585826488253,5.469774885480279e-06,0.9995685294587195,-9.337971574291029e-08,0.0017919454759211092,0.044325242878833576,313,15675,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCSD8,0.002077293,0.149542073,0.151619366,solved,1.2235484525639041e-05,0.5206582524193472,1.108272873188758e-05,0.635723133904775,-0.0008766677822658302,0.8982907898477569,0.0035501134474969897,31,1550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP1,0.000506243,0.498789479,0.499295722,maximum iterations reached,0.006436787551587384,77.03672620907615,0.007096890198940998,87.61370019014318,-4.759790379564679,3350.8482253920797,0.8287766309501277,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP2,0.001899131,2.159558362,2.161457493,maximum iterations reached,0.005694721247946344,70.10720355244878,0.01178929149826095,145.5434339773182,0.14215112678291056,81.58385040476604,0.8912505163562854,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSCTAP3,0.002767687,2.851055271,2.853822958,maximum iterations reached,0.00045052227434672076,8.833770294612439,0.0009071336618541709,11.199147170079677,-0.01351249081792634,9.325624979311993,0.5913832795025429,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSEBA,0.001156937,0.992659399,0.993816336,maximum iterations reached,0.06440344684979415,8.426501707740487,0.15630359213062286,4.954708723567328,-7645.589098567772,46.930323796339536,2.158759492212094,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE1B,0.000277411,0.262444251,0.262721662,maximum iterations reached,475.31422521078446,208.36128631916287,2.7954361062077657,1170.0437225045557,57335601.97412612,1028008.9386565292,135.59555546506854,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHARE2B,0.000164321,0.13134339,0.131507711,maximum iterations reached,0.10973752011243991,1700.2997485640988,0.08594155972576646,101.50560664483548,-0.9406789226086402,38.97692619904356,0.33982447874546373,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHELL,0.005656715,1.291338362,1.296995077,solved,0.12335030227725777,0.3909123609451049,4.26713389028915,0.6822391117063812,725674.6143861754,0.23081007591304817,0.013798790611794199,112,5625,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04L,0.001998642,0.347495515,0.34949415699999997,solved,4.50419315330615e-05,0.3546608782132103,0.0011760267768635875,0.14269138734032696,0.18630632150235826,0.06332108408482516,0.003057476281317992,110,5525,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP04S,0.001276298,0.116385578,0.117661876,solved,0.00011201801476951939,0.814654714536676,0.007302436724518839,0.883969589401888,0.7390510544160007,0.2507661091128537,0.0018693520183468322,51,2550,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08L,0.013294732,3.372347069,3.385641801,solved,9.673526092667607e-05,0.6055969252010119,0.0010440924261128077,0.12680354820908604,0.2796992545298163,0.10100583052442094,0.02340346731848856,170,8500,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP08S,0.003309701,0.608272475,0.6115821760000001,solved,7.496297226074535e-05,0.5902596129968021,0.003985221173290585,0.48400508640005707,-0.853194262266465,0.30699070370656917,0.0025569751031135654,84,4200,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12L,0.019226059,1.748713556,1.767939615,solved,8.888394997268418e-05,0.6862288913276375,0.003283897653236115,0.392293699838066,-0.18933022810253658,0.04148486189514701,0.10712951671426665,54,2725,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSHIP12S,0.003561402,0.369169689,0.372731091,solved,5.08609814695674e-05,0.4605665580214926,0.007269147051172417,0.8689377535685253,-0.16538187370781984,0.03580108106769707,0.0292849591322053,41,2050,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSIERRA,0.001779231,1.118179003,1.119958234,solved,0.04454168442661257,0.24401666686359164,0.059999999999999346,0.9505101069869156,28.638909814146018,0.956267111656263,5.487745845797934,277,13850,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTAIR,0.001063017,0.907455492,0.908518509,maximum iterations reached,0.38765983717415686,1480.1832195208444,0.12408173936604484,3.0933707268320028,-7409.129327810453,464.1326993975349,2.84509627786074,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
QSTANDAT,0.000791535,0.320167327,0.320958862,solved,1.3024586674413437e-05,0.0005122255513283273,4.451360790386216e-08,0.0003678804269710514,0.011420485014923543,0.9919031429768679,5.269712467489391,166,8325,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
S268,4.2801e-05,9.7e-05,0.000139801,solved,2.9937461788616806e-14,0.0,0.005304829026330345,0.15511649546240905,-0.026615756172583622,0.9201016715746005,1.0876617158274124e-06,5,250,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT1,0.001722011,3.246080539,3.24780255,maximum iterations reached,4.037042324677074,755.3619362836644,0.0013508886886303758,0.09762431644981273,-1080.8136846528525,18.911989924244807,4.816878619588975,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT2,0.00171409,3.2380016,3.23971569,maximum iterations reached,0.8981266900203838,19732.035753344484,3.721391568622419e-06,3.301775484275823,-0.26894011859678946,4093.7312183485415,54.24354869931848,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STADAT3,0.003401771,6.5084279590000005,6.5118297300000005,maximum iterations reached,1.5454905836050792,31540.622198509554,6.716432205966812e-06,6.17664367328479,-0.2581071678679939,3558.657445351721,154.55022976513519,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP1,0.008553662,0.024877344,0.033431006,solved,5.917879793868703e-10,4.5522150151975125e-05,6.760408558855304e-08,6.202096053784905e-05,1.1658994480967522e-07,3.7312108987243846e-07,0.00020132788508993,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
STCQP2,0.01616815,0.040872373,0.057040522999999996,solved,3.652192178958096e-11,2.617530124273169e-06,1.6440726788548697e-08,5.989987695803924e-05,3.1359377317130566e-08,7.618833378087946e-07,0.0003793381429978518,1,75,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
TAME,1.664e-05,1.475e-05,3.1389999999999996e-05,solved,3.7026041796606356e-10,0.00018513024443348396,2.4951142158955263e-09,0.0024951142096699317,-2.4951142158955268e-09,0.0024951142096699317,6.7747561045361024e-09,1,50,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
UBH1,0.010835906,16.510243044,16.52107895,solved,1.5235386285894492e-08,6.7374854665107895e-06,1.54684224413712e-12,1.4788674012547656e-06,-3.229258829229309e-06,0.9991503614266012,67.63653693784094,482,24125,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
VALUES,0.000370572,0.01780981,0.018180382,solved,6.385801710312238e-07,0.47709185103563734,1.528648587086647e-06,0.7720067784434098,-4.3289008688773833e-07,0.11412131825116308,6.100528987717357e-05,19,975,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
YAO,0.001325418,2.47343212,2.474757538,maximum iterations reached,0.0001804787307252528,95.20502759832301,0.0003239786213419709,170.90320539258147,-3.6884420213969586,6988.733023710991,7.846745986519535,500,25000,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ZECEVIC2,1.863e-05,2.656e-05,4.519e-05,solved,1.710821706524257e-08,0.0,2.724227154971004e-08,0.00681056788742751,8.74108176951438e-08,0.016649679673584234,9.265041572734778e-08,2,100,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
